handle_id,actor_id_ground_truth,handle_name,marketplace,pgp_fingerprint,category,created_date,last_active_date,status
H00194,A00133,neoornode,marketplace_17,DC67B2784C346E48A0393F7E93E42A81C83ED5F9,hacking_services,2025-02-21,2026-04-20,active
H00195,A00133,cyulhex99,marketplace_6,7FDD13888AD8B203F7F7D83FCC133337BDC1BEE1,hacking_services,2024-06-19,2024-08-20,dormant
H00196,A00134,darkoraven,marketplace_14,39D0E8BBB78E1AE856ACB5F2AB7A932CAF5C68FB,hacking_services,2023-08-10,2024-06-05,active
H00197,A00134,hexylnode,marketplace_1,5A036995C2622C84ABC4C392A7E17480F7777E64,hacking_services,2025-04-05,2025-11-25,active
H00198,A00135,nyxath99,marketplace_1,6D5CC8B8DBB7AB24A743FA37B7E81EEFD250E1BF,money_laundering,2025-05-28,2026-04-16,active
H00199,A00136,nocinvoid,marketplace_12,0FD4C6E99A7D4A01B322D567550F3A23CCDCF4A5,arms,2023-03-08,2024-07-18,active
H00200,A00137,hexindealer,marketplace_6,258C67B2AE38011B35000AC90B256F56B34B5E54,terror_financing,2024-12-25,2025-08-12,dormant
H00201,A00138,hexaghost,marketplace_2,93B553F64AECE32A7B47F6C1B1F32AC69A4E69DC,hacking_services,2025-08-15,2026-05-27,dormant
H00202,A00139,cyyldealer,marketplace_16,C9F9116295A1019C6B1D5B163E57A26F601C6390,hacking_services,2023-01-25,2023-10-13,active
H00203,A00140,neoylx,marketplace_11,14478D968D0DDC86F80C1E472335F25A58C99983,other_illicit,2024-02-04,2025-04-12,active
H00204,A00140,hexarphantom,marketplace_6,F641FF3371C5227DBE4E166A104A85BE61CC4927,other_illicit,2024-02-09,2025-04-15,active
H00205,A00141,nyxo_v2,marketplace_11,27954A132D05AB14370C01C37120FC9CE7F8BEF4,money_laundering,2024-11-04,2025-11-18,dormant
H00206,A00142,ghoexx,marketplace_12,85B0D941ED7C4B6CDDEEECEBAAC467666BEDB96C,arms,2023-08-18,2023-11-09,active
H00207,A00143,ghoul99,marketplace_18,166A5CD5E06C584C64DAE74FA1322001A2AB6469,stolen_data,2024-10-29,2025-06-27,active
H00208,A00144,thrathdealer,marketplace_11,A5993545D3D5F8734E314CFCF50BE5E0FBA2B254,hacking_services,2024-08-20,2025-12-06,burned
H00209,A00145,cyarraven,marketplace_13,92BF0D5B8680FA51798EDA18E2A14009C6FCC18C,drugs,2025-07-27,2025-10-21,active
H00210,A00146,kryorraven,marketplace_17,4B86F982E2A3043725B2472200A24EA331462522,money_laundering,2025-05-24,2026-07-09,active
H00211,A00147,nocax,marketplace_8,A6F6F5F91E502568463265A75C9D96D8B7089521,stolen_data,2023-08-04,2023-09-08,active
H00212,A00148,throrphantom,marketplace_2,E02AB28AEBFBF9FA6751BDEEACEEE44CD04AC4CB,stolen_data,2024-09-26,2025-10-27,active
H00213,A00149,darkarwraith,marketplace_6,0CF48A60FC59876FFDD5F1B32AF947F6DF095A9D,drugs,2023-06-04,2024-04-12,burned
H00214,A00150,vorylcode,marketplace_5,BF20EBD76A7AF8AA64A777FF0A3C4A2FE82EC684,money_laundering,2024-06-26,2024-11-27,active
H00215,A00151,vexoraven,marketplace_2,BF48AFA66391697CD09864900D2BE4EC5EA38E86,drugs,2023-09-10,2024-01-12,burned
H00216,A00151,darkulcode,marketplace_16,A031AFB4AC0DAC5A19A114F22443572BBA2DA2FC,drugs,2024-04-09,2024-09-11,burned
H00217,A00152,kryexphantom,marketplace_14,6E538771017F117744AACC09F0D216167F0B2B5C,stolen_data,2024-10-19,2025-12-07,active
H00218,A00153,noculghost,marketplace_1,8BC568A6A8C39E0EC6531C366969BE178609065A,arms,2025-07-26,2026-06-22,active
H00219,A00154,nyxornode,marketplace_13,FF97230010809EC531B66DB28D0913948E630F50,other_illicit,2025-01-07,2025-07-03,active
H00220,A00155,hexulvoid,marketplace_8,80F2462CC01FDED501289F680867E01DF719B2BE,stolen_data,2024-04-11,2025-07-10,dormant
H00221,A00156,vorencode,marketplace_12,ABD5CBEB94FDBD284ABEE51A4A546C2D3130857A,stolen_data,2024-11-05,2026-02-19,dormant
H00222,A00157,kryenx,marketplace_12,7BD37E4603F4297C96360009365228E3DBC09ACB,arms,2024-07-15,2025-11-16,active
H00223,A00158,nyxulbyte,marketplace_20,F1FAB08FC3DBF0C1F2F82273ECA7F1A9E6D3040E,drugs,2024-08-26,2025-12-19,active
H00224,A00159,obsorbyte,marketplace_15,83F5E9519AD3426FF70C5C1957AF7E335440EFBD,terror_financing,2023-10-09,2024-10-09,active
H00225,A00160,nyxovoid,marketplace_12,DD2228BFC74305256EB8F25D3176494C0B103809,stolen_data,2023-04-19,2023-11-29,active
H00226,A00160,neoathstorm,marketplace_18,6FFF635C24442F257DB78D1D1AC06BCE74FD579F,stolen_data,2023-11-24,2025-03-19,active
H00227,A00161,zeracode,marketplace_1,1B8C8EA9A9FFC4FA2FA288897AA76B96AD88D649,arms,2024-03-03,2024-04-15,active
H00228,A00162,neoathmarket,marketplace_12,53976A5FB7CF8EA48283CC0268FE8D681DF3FDCA,stolen_data,2024-07-20,2025-01-10,active
H00229,A00162,cyylbyte,marketplace_18,1283843D61103A89D7778B740A75C60528F337D7,stolen_data,2023-05-24,2023-09-03,active
H00230,A00163,hexarvoid,marketplace_6,3079DCE6732DEE4CC086FDAA0FCE6B42C5C66ABC,terror_financing,2025-07-02,2025-10-08,active
H00231,A00164,kryuldealer,marketplace_10,072E0CBBC0FDED2D8B78B8F55761CB172521828E,other_illicit,2025-07-09,2025-11-14,active
H00232,A00165,hexexfang,marketplace_14,D95272159FD5706223853EB54570A5801C451F44,arms,2023-10-13,2025-01-10,active
H00233,A00166,nyxar_v2,marketplace_12,537512C409EFCCEBC8D5F4162B93DCC9B0AF606D,other_illicit,2025-03-12,2025-08-11,active
H00234,A00166,obsexghost,marketplace_19,C7407E8FCEEB6E4D17439B1BECD29BF1F2BA6950,other_illicit,2024-04-05,2025-07-01,active
H00235,A00167,shadenstorm,marketplace_18,B0ECAEBA9B13EFD124CAE84462C8C7119046D6D4,stolen_data,2023-10-04,2023-11-13,dormant
H00236,A00168,shadanode,marketplace_9,18F27E5F32EABF8AA48770DF8A9FC19834777E43,hacking_services,2025-07-27,2025-11-21,burned
H00237,A00169,kryulraven,marketplace_14,9275F2A1DCD4DF0AB397FFC6CD7975A5AC232204,hacking_services,2025-01-30,2025-09-01,burned
H00238,A00170,ravexbyte,marketplace_3,0F5149BB2159A3121065CF3892942E853F791CA5,hacking_services,2025-08-14,2026-10-04,dormant
H00239,A00171,vexor99,marketplace_12,79A67E44121343E4429AA7FDD396F1B5C6B2118C,hacking_services,2023-11-10,2024-04-18,active
H00240,A00171,nyxorraven,marketplace_17,E4ADA5058D2FA4147F865D10BABA03F664A8C6D1,hacking_services,2025-04-12,2026-01-01,dormant
H00241,A00172,nyxoghost,marketplace_19,A0D2FDE7A7E89178C80717E7C0D128D091F6937C,money_laundering,2024-07-05,2025-08-05,burned
H00242,A00172,darkenstorm,marketplace_18,0D2A7F0348598D5D65B3992243072853EA3E3F82,money_laundering,2025-01-13,2025-07-10,active
H00243,A00172,vorexx,marketplace_10,6802254A56FB0ACD3C656F27FECAB611E60B0BAD,money_laundering,2025-03-18,2025-05-14,active
H00244,A00173,obsenwraith,marketplace_15,4FFA31A79D9131948C48AD2B2F99D009A5243B33,arms,2025-05-13,2025-07-11,active
H00245,A00173,voranode,marketplace_3,6271892993C19D2A8142303F1FBC38572A5530F6,arms,2025-02-25,2025-08-24,active
H00246,A00173,threnfang,marketplace_5,D086F71D6C69B4CD9873D8F03C684537417712C4,arms,2023-06-23,2024-07-14,active
H00247,A00174,vexarwraith,marketplace_4,0D3A6E443BADC8E646CB67FF8D180DE511E96D39,stolen_data,2024-08-11,2024-08-22,active
H00248,A00175,shadathmarket,marketplace_6,2EB97E68FC85F7E407FC7438B8389C02379875F0,drugs,2024-03-12,2025-04-19,active
H00249,A00176,shadathstorm,marketplace_11,539D886CB3CF67A1ABF7AF7D02347D16ED23E476,stolen_data,2024-08-04,2025-02-04,active
H00250,A00176,shadintrace,marketplace_18,D38E62A732871F850F6DA32780DBBE5030865571,stolen_data,2024-01-15,2024-03-14,active
H00251,A00176,neoarcode,marketplace_14,9E1E74136B9D425FC05B15D325624D3D758AE56E,stolen_data,2023-07-20,2024-09-25,dormant
H00252,A00177,ghoulstorm,marketplace_15,06C9CE234173FC4157471272A288A451DF64724E,terror_financing,2023-10-13,2024-04-01,active
H00253,A00178,ravyl_v2,marketplace_18,58A0100002A5226F3EB104BAC3998524F9F24591,drugs,2023-03-24,2024-04-14,active
H00254,A00179,nyxobyte,marketplace_2,1087CBA2B84CC37D487AB1B95C11F1D67DEB0542,drugs,2024-06-03,2025-01-21,active
H00255,A00180,throrvoid,marketplace_2,30885FF76C62C87424C959D9507D4BD63982E1C9,stolen_data,2025-08-08,2025-10-19,dormant
H00256,A00181,thronode,marketplace_12,C7BA59602FC9D89073B758A4E1A19197666B68A3,hacking_services,2025-02-14,2025-07-22,dormant
H00257,A00182,nocul_v2,marketplace_5,E316726F64CA71D122FAC3ED0056003AD3407CAF,arms,2023-04-03,2023-05-31,dormant
H00258,A00182,ghoulwraith,marketplace_4,D06CBB41292393977CFA04D6556427E8AAD22819,arms,2023-09-28,2024-10-15,active
H00259,A00183,shadyltrace,marketplace_14,A7FCDD1334D01616BCC20C4E2A63568AB1D5D3FF,drugs,2025-08-21,2026-09-17,dormant
H00260,A00184,ghoinbyte,marketplace_5,3790E6A97F4D167B313BE01B29950E85CDC9E294,terror_financing,2024-06-21,2025-08-30,burned
H00261,A00184,obsorfang,marketplace_7,4A390965635794DC1D0F4C3ED0E56977AB74090B,terror_financing,2025-03-13,2025-09-26,dormant
H00262,A00185,obsul99,marketplace_4,A04CB4D82CCBD260FD346AA3868C4798105F700D,drugs,2025-07-12,2026-07-12,burned
H00263,A00185,hexorphantom,marketplace_5,13C6226A012C18292A1ED56ED41B7880FEE9C51E,drugs,2024-02-05,2025-05-24,active
H00264,A00186,vorophantom,marketplace_14,FFC15280C82666E724AB56BC3E2E0653250C37D7,stolen_data,2024-09-02,2024-11-21,burned
H00265,A00186,darkathdealer,marketplace_5,BC366E299815A14C913D8917E683CF34EF552052,stolen_data,2024-11-16,2025-05-07,dormant
H00266,A00187,cyarvoid,marketplace_19,D5AFE7D7735AD0A7E0FDC3EF1CF7C40B0C42557B,stolen_data,2025-04-27,2025-08-08,active
H00267,A00187,cyorhex99,marketplace_18,0AE38C42524ACE187D90541A17D8949A229BEE1E,stolen_data,2024-11-21,2025-02-20,active
H00268,A00188,zeror_v2,marketplace_6,CF650E8C22EFFC4DF44A6F1A0C57B180BCCAE103,hacking_services,2023-08-29,2024-12-09,active
H00269,A00189,nocylhex99,marketplace_18,885CEC64B95748C763AC582A5AF5AC55C77AB373,stolen_data,2023-06-30,2024-08-11,burned
H00270,A00190,vexathmarket,marketplace_12,8CA0AF987069323FF516A7812B6C92A9E3AA6365,hacking_services,2023-01-27,2024-06-07,active
H00271,A00190,neoordealer,marketplace_20,37DEA10843921B5EC3F14F08B47BC54ADD1ADEE8,hacking_services,2024-09-26,2026-01-02,active
H00272,A00191,zerylvoid,marketplace_5,ADBA954932DA0401149B772743AA260AAF16D539,drugs,2024-12-24,2025-06-24,active
H00273,A00191,zerenx,marketplace_16,CF4F7DEE9D404B5B9626534624640921C027D8F5,drugs,2023-10-19,2025-01-06,active
H00274,A00192,darkathx,marketplace_15,2E55BFEA8B8F4C41A42EC73C15E3F52E66E650A5,stolen_data,2023-01-25,2023-11-03,active
H00275,A00192,obsulstorm,marketplace_12,D53DA297475AB76A98D3FEF75C970A88F35EE055,stolen_data,2023-06-08,2024-04-08,dormant
H00276,A00193,vexul_v2,marketplace_2,F36FA4744034BC165118FEEB6BB57C1160897C2A,drugs,2023-12-06,2024-04-20,active
H00277,A00194,darkarphantom,marketplace_12,045B0296F86160DF26F234C1443653EDE413233C,hacking_services,2025-05-05,2026-08-04,dormant
H00278,A00195,obso_v2,marketplace_6,4AE766196DCA605E934953290C4A0A449C406BBC,drugs,2023-02-12,2023-04-24,active
H00279,A00196,obsulhex99,marketplace_1,4F037E3486DBABC946082404F1D3B5F7F8151E2D,other_illicit,2025-01-02,2025-12-19,dormant
H00280,A00196,shadorfang,marketplace_7,4493AA8507917130BCFEBD92BEBB9D578F348ED0,other_illicit,2025-06-01,2026-04-09,active
H00281,A00197,ravenwraith,marketplace_2,160D73EC82F5D103BE3403A1E261DE371E7A219B,other_illicit,2025-02-26,2025-05-07,burned
H00282,A00198,darkastorm,marketplace_16,00D5BBEDD8F0630A66C5E8DCD42B274F0118CDD3,arms,2025-03-31,2025-11-01,active
H00283,A00198,obsophantom,marketplace_10,31EFE381087280A72A51819FCF726EE3DC93DC34,arms,2023-12-05,2024-10-30,active
H00284,A00198,shadathdealer,marketplace_7,8775AD5693E0285D406E1E532D1508327BE432E0,arms,2024-05-11,2024-10-14,burned
H00285,A00199,vexentrace,marketplace_19,2C89453EB7EBE051081DFAF256C29C225F85D4EC,drugs,2023-10-24,2025-02-20,burned
H00286,A00200,vorarwraith,marketplace_16,82D3BD1F75F97ACB3EC591D9CC78D08E942E04A3,drugs,2023-02-14,2023-12-22,dormant
H00287,A00200,hexylfang,marketplace_2,D84078C71D48CF4E2D02292637B56D376FD0A571,drugs,2023-05-26,2023-08-25,active
H00288,A00200,zerax,marketplace_9,A05B89F4833DA16980DC2FF24810CE4382E8D37A,drugs,2023-11-25,2024-09-14,burned
H00289,A00201,ghoen99,marketplace_13,7CE9C92AA8A133451FB7C1B32F2D17C6DA7D438A,hacking_services,2024-10-03,2025-04-23,active
H00290,A00202,shadoghost,marketplace_13,498519CC8DDFD1AD8509ADBFEA0E9A760D47B8CC,drugs,2024-05-12,2024-05-25,active
H00291,A00203,ghoowraith,marketplace_6,CAB710D5535495EDFF9C4A2C0325832B8C1003FC,drugs,2023-12-11,2024-12-13,dormant
H00292,A00203,zerexstorm,marketplace_14,25BE08E4D85D24351687FA7DBC1EB5B859437A8B,drugs,2024-12-29,2025-09-18,active
H00293,A00204,vexylghost,marketplace_14,EA4623464E9F2EEC6795F506C52FB012C718A61C,drugs,2023-09-18,2024-03-02,burned
H00294,A00205,darkinfang,marketplace_8,A790132CEF92DB5888B88D16B2F6E30A734E8CD4,terror_financing,2024-05-30,2025-08-07,burned
H00295,A00205,vorathcode,marketplace_11,F38E48C712C858467E577343F0C5651654313057,terror_financing,2023-03-04,2023-08-17,active
H00296,A00205,shadamarket,marketplace_18,CEDC310FC30296BC29179A721F8D46A9DA31060E,terror_financing,2025-06-29,2025-07-10,dormant
H00297,A00206,noculx,marketplace_1,E2A01DDCD8220CB922790EA3C8F10B6DD694CC5C,hacking_services,2025-08-24,2026-02-18,burned
H00298,A00206,shadenfang,marketplace_12,D3FF2B0BD5BE2EC074024DBE5C0920B42EBAA3EF,hacking_services,2024-04-15,2025-05-31,dormant
H00299,A00206,cyexdealer,marketplace_9,9C523482C4D8554FA2E18B843B9BF1AD4044BF00,hacking_services,2023-10-25,2024-10-30,active
H00300,A00207,nocyl99,marketplace_13,81E5648F55A8012F558E724D2CB0F21B123B05E3,terror_financing,2023-08-13,2024-12-08,active
H00301,A00208,hexohex99,marketplace_14,7E14611E2DA00F829A974ED6DB488F3D24F69262,arms,2023-03-24,2024-04-19,active
H00302,A00209,ravenx,marketplace_2,752E96BE87A4D1C8D1DE6789695A7C9C41AA1EE8,hacking_services,2023-06-07,2023-12-14,active
H00303,A00210,vorahex99,marketplace_15,C56501AA31F9037323EC304A9EC1550CB7A82502,drugs,2024-09-26,2025-03-26,active
H00304,A00211,hexulhex99,marketplace_11,105D12A3A65B8EA1E91F3E64E1BB07210C969063,other_illicit,2025-03-14,2026-05-04,active
H00305,A00212,hexar99,marketplace_5,1922937A5BB7BA41BC211DF00CD12CEF817F8466,terror_financing,2025-08-18,2025-09-13,burned
H00306,A00213,thrartrace,marketplace_10,0CFEC5AA065B02F6CA84C593E85154779A32011D,other_illicit,2024-12-16,2025-07-05,active
H00307,A00213,shaden99,marketplace_19,870432CCE7409AEAEA525D95C177D504EBB528EE,other_illicit,2023-12-31,2024-05-14,active
H00308,A00214,cyahex99,marketplace_5,57056D5352B3F0B3D33D6BA2AEF53C11A7F62C4F,money_laundering,2025-07-18,2026-03-12,active
H00309,A00214,ghoylghost,marketplace_1,1345F501569474418288F86432DB604041618474,money_laundering,2025-04-02,2025-12-28,active
H00310,A00215,darkafang,marketplace_16,B6142DA1D8C601B7EEEBC3742052D2F9C1563087,money_laundering,2025-05-20,2026-09-18,burned
H00311,A00215,cyulx,marketplace_12,C54263DF01BCBDCE1C7C42CBB199891EDC6967DB,money_laundering,2025-04-20,2025-09-18,active
H00312,A00216,nyxarcode,marketplace_20,5C4D329486D4AA8431F3D4792C876A749E5B1B77,money_laundering,2024-01-21,2024-04-25,active
H00313,A00217,ravarphantom,marketplace_7,2BFC0B8BEC8FAEC8A6B7DBF8CCC2D68425A9B00A,terror_financing,2025-04-14,2025-05-11,burned
H00314,A00218,darkorcode,marketplace_10,ABCC9E5370E847B385C3918675D39A961ED7E730,stolen_data,2025-04-14,2025-10-15,active
H00315,A00218,vexadealer,marketplace_17,B5432BE28A56B85DE88F13F650DA47EEE4DCAD66,stolen_data,2024-06-30,2025-06-05,dormant
H00316,A00218,ghoobyte,marketplace_3,B4E20BA1104F54295AE63D09736C2F51636CBB4C,stolen_data,2023-01-04,2023-03-12,active
H00317,A00219,vorexhex99,marketplace_1,B67454E76509BF7B747DD2B1FC21E15CF356C130,terror_financing,2025-03-13,2025-07-27,dormant
H00318,A00219,kryahex99,marketplace_6,752FD88CF6AE8446644503984B455BC1C5A6B1C7,terror_financing,2023-05-08,2023-08-05,dormant
H00319,A00219,neoawraith,marketplace_16,18CF8370FA793A4027C5C19C7FBC2A8F1BA8252B,terror_financing,2025-06-04,2026-07-27,active
H00320,A00220,obsylraven,marketplace_9,D802C6AEFB51F04085D502F34249267DCEEC1F62,hacking_services,2023-03-15,2023-05-03,active
H00321,A00221,ravulnode,marketplace_16,4EC0EAFDB769632CA960A57341532B0BFC89E9F0,money_laundering,2023-08-25,2023-10-14,active
H00322,A00222,kryinghost,marketplace_14,DFC9EE92D6CBD18A10D7BA7F61C8D5EE23B4C7A6,drugs,2024-07-28,2025-04-01,active
H00323,A00223,darkylhex99,marketplace_19,355ED6D972A9ACB9DD79A89798293C7788E978D8,arms,2025-01-06,2025-01-20,active
H00324,A00223,vexennode,marketplace_15,471AD4F6837530E4153F1FA9B69DBAF44170198D,arms,2024-06-22,2025-07-25,active
H00325,A00224,obsarbyte,marketplace_3,04B3436EACBC6AAF0D2628B968ACC7227B16956D,money_laundering,2023-06-01,2024-06-15,active
H00326,A00225,nyxinnode,marketplace_5,8D63097EDC01A48C142FE92E86196A147B1558DC,drugs,2023-07-19,2024-01-03,active
H00327,A00225,ravylnode,marketplace_2,664470404AC366070768DEE23DEB0ED4FBA7158B,drugs,2023-07-05,2024-02-29,active
H00328,A00225,hexexfang,marketplace_8,8F570684149E202E55491B1ED8E3FFA8D3581CB7,drugs,2023-02-27,2023-04-18,burned
H00329,A00226,nyxexraven,marketplace_15,254A1ACC9847F76E25342213E17BD12E1F9174B3,stolen_data,2025-03-18,2026-03-09,burned
H00330,A00226,ghoylnode,marketplace_5,A3F3554FC877E550B9443C5CA8C66066999E09FA,stolen_data,2024-09-26,2025-08-18,active
H00331,A00227,shadylx,marketplace_1,B2A6EF85CD65AD785EFFA55B40D2CB2440B54932,arms,2025-04-03,2025-07-07,active
H00332,A00228,vorylx,marketplace_14,7D7E4D5951DC2A80A36637118752254352B93B4D,stolen_data,2023-06-05,2024-04-12,burned
H00333,A00228,nyxorghost,marketplace_7,033A81C99401C5FEF7AACC9C93D469534D452650,stolen_data,2024-03-03,2024-12-12,active
H00334,A00228,shadinnode,marketplace_2,8639F32FE4D83563017DDD05010B65A6C630A1A5,stolen_data,2024-12-07,2025-01-18,active
H00335,A00229,zerohex99,marketplace_17,5D511ECD5ED7756C66FD2A3C5CE37D9302645674,other_illicit,2025-07-09,2025-11-16,active
H00336,A00230,darkathphantom,marketplace_17,FA0CFFC31DB5038724EED3E3BD79BF504CCBCC5B,stolen_data,2023-12-24,2025-04-06,burned
H00337,A00230,darkyl_v2,marketplace_8,695AA78D0E940E8F4DD92ECF00E9F8B9C82693DE,stolen_data,2025-04-29,2025-06-26,active
H00338,A00231,vexylstorm,marketplace_15,C3C9089A05C0A5315C4E1CC910588B37061AF97F,hacking_services,2024-06-15,2025-10-21,active
H00339,A00232,thrartrace,marketplace_4,4EB01061BCC3B60BC9386E9DE1F03F5D1036DB31,money_laundering,2023-12-22,2024-07-31,active
H00340,A00232,ghoinvoid,marketplace_18,41CF8ADCB591C443ABDF4AD55530A769E08F9FC9,money_laundering,2023-10-05,2025-01-27,burned
H00341,A00233,neoul99,marketplace_11,A5377A0F249AB635107C4522F74EF5D87BAAA559,arms,2024-01-17,2024-11-27,active
H00342,A00234,vorax,marketplace_12,3AFB2E21A11B928EE98F7B6B49E93E3B9E68961A,money_laundering,2024-12-30,2026-03-24,active
H00343,A00234,zerofang,marketplace_5,636D22675D1F52B5FF609D5A2A53E9DA6A7F133B,money_laundering,2024-05-15,2025-02-10,dormant
H00344,A00235,kryathphantom,marketplace_7,FEC5C2976C48CD8A10131AF707A532D9959C89EB,other_illicit,2023-10-13,2025-01-10,dormant
H00345,A00235,hexyldealer,marketplace_10,AB431542EE2496E2E0A98A386DF5C325606AD327,other_illicit,2023-06-24,2024-04-16,burned
H00346,A00236,hexyltrace,marketplace_16,053EE1BA4DD67B2A0E0A64C03372074F94AB37D1,arms,2023-10-09,2025-02-13,burned
H00347,A00236,zerylwraith,marketplace_18,319A1496E6C2AF6CC4E26BC76B710AAD2B9E72AC,arms,2023-03-02,2024-02-28,dormant
H00348,A00236,nyxulnode,marketplace_3,BB33C97C147FF5E05DCD0A7952C882D213EA6A9D,arms,2023-09-03,2024-07-08,active
H00349,A00237,neoentrace,marketplace_12,4F6084FD6D43888E37A60D1DFC80558E8AB37AE4,other_illicit,2023-05-08,2023-06-06,dormant
H00350,A00238,shadorwraith,marketplace_9,3C816962F6FEB776C9FE0837003B6D054C4B8518,terror_financing,2025-06-28,2025-10-16,active
H00351,A00239,obsohex99,marketplace_6,EE4088201F83658B721F93448E0F4C8D655B2F94,hacking_services,2025-07-04,2025-08-26,active
H00352,A00239,ghoarnode,marketplace_8,D331169CD3C61F04CE51411A7CD42B6D00AEFA01,hacking_services,2023-10-24,2023-11-10,active
H00353,A00240,ravultrace,marketplace_5,0E6E261E55236C1F2CF45308A8D3F352F0E897D1,drugs,2023-12-08,2025-04-20,active
H00354,A00241,hexexnode,marketplace_10,B42C04A56824089EF5C065DBA374FD2E9048BBB3,stolen_data,2025-05-27,2026-07-13,dormant
H00355,A00241,cyawraith,marketplace_20,A25DC9D8FDD46EC1089E807E231F942D911C6C46,stolen_data,2023-02-07,2023-04-25,active
H00356,A00242,ghoathbyte,marketplace_9,537DA8D5405256F40BA0660100C79CE73002383C,money_laundering,2024-06-06,2025-01-25,active
H00357,A00242,thrax,marketplace_18,474F6EE1C0A92DF8C7110877D337E232A2B8A494,money_laundering,2023-01-24,2023-11-26,active
H00358,A00242,ghoophantom,marketplace_20,B6A78DD0EAC898CDE413148042447E904C41B2F8,money_laundering,2023-07-13,2024-06-12,active
H00359,A00243,kryinnode,marketplace_15,7BE0092534A33D25AB09C311E5718DD012474E20,arms,2024-10-14,2025-01-30,active
H00360,A00243,nocexstorm,marketplace_8,4D2B2408B0FDDA789C1954ED79C032A70BF69F48,arms,2025-01-10,2026-04-15,active
H00361,A00243,kryadealer,marketplace_12,D55A34E5CE0CDCBC4482EDE89FE2516B01D39F94,arms,2023-12-25,2024-10-15,active
H00362,A00244,ghooghost,marketplace_9,DC4342AD8B5B850C89233F624E70D797A9528D0C,drugs,2025-04-11,2025-08-06,dormant
H00363,A00245,cyabyte,marketplace_1,525B96825703C19D07F43C1165163E12281069F3,terror_financing,2023-12-22,2025-03-09,active
H00364,A00246,obsath99,marketplace_16,13C4B1839EAB0326EA7A530F5E0F4E17E3D3D03F,stolen_data,2025-02-04,2025-04-05,active
H00365,A00247,hexulx,marketplace_7,8FF36FA71ED30590BBE10589646C553C1CCBE8CF,terror_financing,2024-11-24,2025-10-05,active
H00366,A00248,vora99,marketplace_15,37B42A13D94C20F066B1859637499270093D20A7,stolen_data,2024-11-29,2025-11-23,active
H00367,A00249,kryathhex99,marketplace_12,C9C77A79220A038FD84FD3AF7AA342EFA347BF3A,terror_financing,2025-07-22,2025-09-06,active
H00368,A00250,vexo_v2,marketplace_13,57C0499DB8DEE41B2E30E61E3BC8F7F163FA9705,arms,2025-05-24,2026-09-26,dormant
H00369,A00251,zeryl_v2,marketplace_3,5C155A8CC4E591EDD840EC64F26A6CFD4B46DF1D,stolen_data,2025-05-10,2025-10-21,active
H00370,A00252,vexarnode,marketplace_17,1AB780B04F6D2AED80A6ADE1FEFAB85D207845F6,stolen_data,2024-02-07,2024-12-15,dormant
H00371,A00252,darkathstorm,marketplace_20,51554F332EBFD3F3D5195B398C71B53D065505D0,stolen_data,2025-02-06,2026-04-20,active
H00372,A00253,thrabyte,marketplace_9,D02EE062C6E1A019665DE588C73E58ED7071CA81,hacking_services,2023-10-03,2024-06-22,active
H00373,A00253,obsulraven,marketplace_6,3774E5F5253C7B19D14DDECA5E59B6F8B0E0D90D,hacking_services,2025-06-21,2025-12-27,dormant
H00374,A00253,kryonode,marketplace_13,10351552B971881755B6765057B214BAB137A9A1,hacking_services,2024-01-08,2025-02-06,active
H00375,A00254,ravenghost,marketplace_19,6676597C5D400B73488251EACA41347FC62FE9B8,drugs,2025-04-12,2026-01-30,active
H00376,A00254,shadornode,marketplace_17,826EA345CE273FB7C4D8FA4C8C340D3E70058A48,drugs,2023-03-09,2024-06-25,active
H00377,A00255,nocarraven,marketplace_4,B0A386433971EFE48E4B844278A3509FF1DFC667,terror_financing,2023-03-06,2023-09-13,active
H00378,A00256,cyylbyte,marketplace_18,5AE9D81AB65ADF4C508CF45B96AB2C5555B035BC,arms,2024-03-16,2024-09-23,active
H00379,A00257,kryarvoid,marketplace_10,502557829500DC5E14DC08A1BD652F910721277B,drugs,2023-06-26,2024-04-13,active
H00380,A00257,darkexnode,marketplace_15,9E227C01D04EF1AC8C3D1FD4C96B00A7E568D2ED,drugs,2024-07-05,2025-05-28,active
H00381,A00258,neoorwraith,marketplace_4,0892D9463CB8936E5EFCBFD1D689518D2FAA3E02,terror_financing,2025-06-07,2026-09-13,dormant
H00382,A00258,obsarnode,marketplace_7,951597E9882F578BDA6C8E05B9B7C4D18E56D820,terror_financing,2024-09-26,2025-08-17,active
H00383,A00259,voryldealer,marketplace_8,852C87A017F28D19FD397E886E1CC2EBD8DE4C7C,hacking_services,2024-05-27,2025-08-27,burned
H00384,A00260,cyenhex99,marketplace_3,114EF5309A1EC097BDD1A177E8D760CFE60CF345,other_illicit,2025-06-22,2026-06-22,active
H00385,A00260,hexathvoid,marketplace_12,20EDA6A1CF6D695FC0AA09443E18D2CE0DC6512C,other_illicit,2024-03-06,2024-10-12,active
H00386,A00260,vexodealer,marketplace_10,6525F34DA67E2E0D985C9506727A9039BDE0C52A,other_illicit,2024-08-14,2025-12-13,burned
H00387,A00261,obsennode,marketplace_1,8787142E3DF0CC873A13C842A06E13F14D91E160,other_illicit,2024-01-12,2024-06-02,burned
H00388,A00262,hexa_v2,marketplace_2,5C45D599A00E4A5E822D0D3C35FCC4014073E15D,money_laundering,2024-06-14,2025-05-17,active
